vehicle_id,vehicle_key,vehicle_label,item_uid,item_type,x,y,z,dx,dy,dz,orientation_code,layer_id,support_id,support_area_ratio,block_id,category,unit_weight,pattern_id,pattern_source
1,vehicle_2,车型2,V01_G1_001,G1,0,0,0,40,30,60,O4,1,floor,1.0,V01_block_1,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_002,G1,40,0,0,40,30,60,O4,1,floor,1.0,V01_block_2,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_003,G1,80,0,0,40,30,60,O4,1,floor,1.0,V01_block_3,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_004,G1,120,0,0,40,30,60,O4,1,floor,1.0,V01_block_4,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_005,G1,160,0,0,40,30,60,O4,1,floor,1.0,V01_block_5,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_006,G1,200,0,0,40,30,60,O4,1,floor,1.0,V01_block_6,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_007,G1,240,0,0,40,30,60,O4,1,floor,1.0,V01_block_7,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_008,G1,280,0,0,40,30,60,O4,1,floor,1.0,V01_block_8,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_009,G1,320,0,0,40,30,60,O4,1,floor,1.0,V01_block_9,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_010,G1,360,0,0,40,30,60,O4,1,floor,1.0,V01_block_10,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_011,G1,400,0,0,40,30,60,O4,1,floor,1.0,V01_block_11,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_012,G1,440,0,0,40,30,60,O4,1,floor,1.0,V01_block_12,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_013,G1,480,0,0,40,30,60,O4,1,floor,1.0,V01_block_13,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_014,G1,520,0,0,40,30,60,O4,1,floor,1.0,V01_block_14,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_015,G1,560,0,0,40,30,60,O4,1,floor,1.0,V01_block_15,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_016,G1,600,0,0,40,30,60,O4,1,floor,1.0,V01_block_16,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_017,G1,640,0,0,40,30,60,O4,1,floor,1.0,V01_block_17,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_018,G1,0,30,0,40,30,60,O4,1,floor,1.0,V01_block_18,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_019,G1,40,30,0,40,30,60,O4,1,floor,1.0,V01_block_19,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_020,G1,80,30,0,40,30,60,O4,1,floor,1.0,V01_block_20,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_021,G1,120,30,0,40,30,60,O4,1,floor,1.0,V01_block_21,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_022,G1,160,30,0,40,30,60,O4,1,floor,1.0,V01_block_22,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_023,G1,200,30,0,40,30,60,O4,1,floor,1.0,V01_block_23,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_024,G1,240,30,0,40,30,60,O4,1,floor,1.0,V01_block_24,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_025,G1,280,30,0,40,30,60,O4,1,floor,1.0,V01_block_25,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_026,G1,320,30,0,40,30,60,O4,1,floor,1.0,V01_block_26,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_027,G1,360,30,0,40,30,60,O4,1,floor,1.0,V01_block_27,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_028,G1,400,30,0,40,30,60,O4,1,floor,1.0,V01_block_28,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_029,G1,440,30,0,40,30,60,O4,1,floor,1.0,V01_block_29,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_030,G1,480,30,0,40,30,60,O4,1,floor,1.0,V01_block_30,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_031,G1,520,30,0,40,30,60,O4,1,floor,1.0,V01_block_31,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_032,G1,560,30,0,40,30,60,O4,1,floor,1.0,V01_block_32,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_033,G1,600,30,0,40,30,60,O4,1,floor,1.0,V01_block_33,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_034,G1,640,30,0,40,30,60,O4,1,floor,1.0,V01_block_34,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_035,G1,0,60,0,40,30,60,O4,1,floor,1.0,V01_block_35,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_036,G1,40,60,0,40,30,60,O4,1,floor,1.0,V01_block_36,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_037,G1,80,60,0,40,30,60,O4,1,floor,1.0,V01_block_37,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_038,G1,120,60,0,40,30,60,O4,1,floor,1.0,V01_block_38,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_039,G1,160,60,0,40,30,60,O4,1,floor,1.0,V01_block_39,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_040,G1,200,60,0,40,30,60,O4,1,floor,1.0,V01_block_40,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_041,G1,240,60,0,40,30,60,O4,1,floor,1.0,V01_block_41,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_042,G1,280,60,0,40,30,60,O4,1,floor,1.0,V01_block_42,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_043,G1,320,60,0,40,30,60,O4,1,floor,1.0,V01_block_43,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_044,G1,360,60,0,40,30,60,O4,1,floor,1.0,V01_block_44,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_045,G1,400,60,0,40,30,60,O4,1,floor,1.0,V01_block_45,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_046,G1,440,60,0,40,30,60,O4,1,floor,1.0,V01_block_46,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_047,G1,480,60,0,40,30,60,O4,1,floor,1.0,V01_block_47,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_048,G1,520,60,0,40,30,60,O4,1,floor,1.0,V01_block_48,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_049,G1,560,60,0,40,30,60,O4,1,floor,1.0,V01_block_49,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_050,G1,600,60,0,40,30,60,O4,1,floor,1.0,V01_block_50,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_051,G1,640,60,0,40,30,60,O4,1,floor,1.0,V01_block_51,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_052,G1,0,90,0,40,30,60,O4,1,floor,1.0,V01_block_52,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_053,G1,40,90,0,40,30,60,O4,1,floor,1.0,V01_block_53,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_054,G1,80,90,0,40,30,60,O4,1,floor,1.0,V01_block_54,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_055,G1,120,90,0,40,30,60,O4,1,floor,1.0,V01_block_55,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_056,G1,160,90,0,40,30,60,O4,1,floor,1.0,V01_block_56,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_057,G1,200,90,0,40,30,60,O4,1,floor,1.0,V01_block_57,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_058,G1,240,90,0,40,30,60,O4,1,floor,1.0,V01_block_58,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_059,G1,280,90,0,40,30,60,O4,1,floor,1.0,V01_block_59,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_060,G1,320,90,0,40,30,60,O4,1,floor,1.0,V01_block_60,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_061,G1,360,90,0,40,30,60,O4,1,floor,1.0,V01_block_61,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_062,G1,400,90,0,40,30,60,O4,1,floor,1.0,V01_block_62,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_063,G1,440,90,0,40,30,60,O4,1,floor,1.0,V01_block_63,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_064,G1,480,90,0,40,30,60,O4,1,floor,1.0,V01_block_64,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_065,G1,520,90,0,40,30,60,O4,1,floor,1.0,V01_block_65,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_066,G1,560,90,0,40,30,60,O4,1,floor,1.0,V01_block_66,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_067,G1,600,90,0,40,30,60,O4,1,floor,1.0,V01_block_67,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_068,G1,640,90,0,40,30,60,O4,1,floor,1.0,V01_block_68,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_069,G1,0,120,0,40,30,60,O4,1,floor,1.0,V01_block_69,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_070,G1,40,120,0,40,30,60,O4,1,floor,1.0,V01_block_70,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_071,G1,80,120,0,40,30,60,O4,1,floor,1.0,V01_block_71,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_072,G1,120,120,0,40,30,60,O4,1,floor,1.0,V01_block_72,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_073,G1,160,120,0,40,30,60,O4,1,floor,1.0,V01_block_73,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_074,G1,200,120,0,40,30,60,O4,1,floor,1.0,V01_block_74,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_075,G1,240,120,0,40,30,60,O4,1,floor,1.0,V01_block_75,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_076,G1,280,120,0,40,30,60,O4,1,floor,1.0,V01_block_76,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_077,G1,320,120,0,40,30,60,O4,1,floor,1.0,V01_block_77,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_078,G1,360,120,0,40,30,60,O4,1,floor,1.0,V01_block_78,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_079,G1,400,120,0,40,30,60,O4,1,floor,1.0,V01_block_79,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G1_080,G1,440,120,0,40,30,60,O4,1,floor,1.0,V01_block_80,standard,12,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_001,G5,480,120,0,40,40,60,O1,1,floor,1.0,V01_block_81,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_002,G5,480,160,0,40,40,60,O1,1,floor,1.0,V01_block_81,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_003,G5,520,120,0,40,40,60,O1,1,floor,1.0,V01_block_82,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_004,G5,520,160,0,40,40,60,O1,1,floor,1.0,V01_block_82,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_005,G5,560,120,0,40,40,60,O1,1,floor,1.0,V01_block_83,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_006,G5,560,160,0,40,40,60,O1,1,floor,1.0,V01_block_83,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_007,G5,600,120,0,40,40,60,O1,1,floor,1.0,V01_block_84,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_008,G5,600,160,0,40,40,60,O1,1,floor,1.0,V01_block_84,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_009,G5,640,120,0,40,40,60,O1,1,floor,1.0,V01_block_85,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_010,G5,640,160,0,40,40,60,O1,1,floor,1.0,V01_block_85,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_011,G5,0,150,0,40,40,60,O1,1,floor,1.0,V01_block_86,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_012,G5,0,190,0,40,40,60,O1,1,floor,1.0,V01_block_86,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_013,G5,40,150,0,40,40,60,O1,1,floor,1.0,V01_block_87,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_014,G5,40,190,0,40,40,60,O1,1,floor,1.0,V01_block_87,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_015,G5,80,150,0,40,40,60,O1,1,floor,1.0,V01_block_88,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_016,G5,80,190,0,40,40,60,O1,1,floor,1.0,V01_block_88,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_017,G5,120,150,0,40,40,60,O1,1,floor,1.0,V01_block_89,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_018,G5,120,190,0,40,40,60,O1,1,floor,1.0,V01_block_89,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_019,G5,160,150,0,40,40,60,O1,1,floor,1.0,V01_block_90,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_020,G5,160,190,0,40,40,60,O1,1,floor,1.0,V01_block_90,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_021,G5,200,150,0,40,40,60,O1,1,floor,1.0,V01_block_91,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_022,G5,200,190,0,40,40,60,O1,1,floor,1.0,V01_block_91,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_023,G5,240,150,0,40,40,60,O1,1,floor,1.0,V01_block_92,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_024,G5,240,190,0,40,40,60,O1,1,floor,1.0,V01_block_92,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_025,G5,280,150,0,40,40,60,O1,1,floor,1.0,V01_block_93,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_026,G5,280,190,0,40,40,60,O1,1,floor,1.0,V01_block_93,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_027,G5,320,150,0,40,40,60,O1,1,floor,1.0,V01_block_94,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_028,G5,320,190,0,40,40,60,O1,1,floor,1.0,V01_block_94,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_029,G5,360,150,0,40,40,60,O1,1,floor,1.0,V01_block_95,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_030,G5,360,190,0,40,40,60,O1,1,floor,1.0,V01_block_95,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_031,G5,400,150,0,40,40,60,O1,1,floor,1.0,V01_block_96,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_032,G5,400,190,0,40,40,60,O1,1,floor,1.0,V01_block_96,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_033,G5,440,150,0,40,40,60,O1,1,floor,1.0,V01_block_97,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_034,G5,440,190,0,40,40,60,O1,1,floor,1.0,V01_block_97,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_035,G5,480,200,0,40,40,60,O1,1,floor,1.0,V01_block_98,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_036,G5,520,200,0,40,40,60,O1,1,floor,1.0,V01_block_99,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_037,G5,560,200,0,40,40,60,O1,1,floor,1.0,V01_block_100,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_038,G5,600,200,0,40,40,60,O1,1,floor,1.0,V01_block_101,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_039,G5,640,200,0,40,40,60,O1,1,floor,1.0,V01_block_102,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_001,G2,0,0,60,50,25,35,O2,2,V01_block_1|V01_block_2|V01_block_3|V01_block_18|V01_block_19|V01_block_20,1.0,V01_block_103,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_002,G2,0,25,60,50,25,35,O2,2,V01_block_1|V01_block_2|V01_block_3|V01_block_18|V01_block_19|V01_block_20,1.0,V01_block_103,standard,8,vehicle_2_pattern_025,greedy_residual_1
